"Location ID","Location","Value","Rank","Anomaly (1901-2000 base period)","1901-2000 Mean"
LA-005,"Ascension Parish",83.6,128,3.5,80.1
LA-007,"Assumption Parish",83.7,128,3.543,80.2
LA-009,"Avoyelles Parish",82.5,118,2.253,80.2
LA-011,"Beauregard Parish",83.8,128,4.115,79.7
LA-013,"Bienville Parish",81.6,119,2.995,78.6
LA-015,"Bossier Parish",82.1,117,2.953,79.1
LA-017,"Caddo Parish",82.7,119,3.185,79.5
LA-019,"Calcasieu Parish",84.2,128,3.781,80.4
LA-021,"Caldwell Parish",81.6,118,2.416,79.2
LA-023,"Cameron Parish",84,127,3.158,80.8
LA-025,"Catahoula Parish",82.2,117,2.361,79.8
LA-027,"Claiborne Parish",80.6,115,2.341,78.3
LA-029,"Concordia Parish",82.3,120,2.459,79.8
LA-031,"De Soto Parish",82.7,120,3.476,79.2
LA-033,"East Baton Rouge Parish",83.2,127,3.295,79.9
LA-035,"East Carroll Parish",81.3,110,2.118,79.2
LA-037,"East Feliciana Parish",82.7,126,3.349,79.4
LA-039,"Evangeline Parish",82.8,121,2.349,80.5
LA-041,"Franklin Parish",81.9,118,2.427,79.5
LA-043,"Grant Parish",82.1,120,2.452,79.6
LA-045,"Iberia Parish",83.2,124,2.77,80.4
LA-047,"Iberville Parish",83.3,127,3.161,80.1
LA-049,"Jackson Parish",81.1,118,2.676,78.4
LA-051,"Jefferson Parish",84.2,128,3.549,80.7
LA-053,"Jefferson Davis Parish",83.7,122,2.704,81
LA-055,"Lafayette Parish",83.2,123,2.631,80.6
LA-057,"Lafourche Parish",84.2,128,3.648,80.6
LA-059,"La Salle Parish",81.9,118,2.24,79.7
LA-061,"Lincoln Parish",80.9,117,2.672,78.2
LA-063,"Livingston Parish",83.3,128,3.43,79.9
LA-065,"Madison Parish",81.6,117,2.331,79.3
LA-067,"Morehouse Parish",80.9,113,2.057,78.8
LA-069,"Natchitoches Parish",83.2,122,3.766,79.4
LA-071,"Orleans Parish",83.8,128,3.622,80.2
LA-073,"Ouachita Parish",81.1,114,2.195,78.9
LA-075,"Plaquemines Parish",84.2,128,3.707,80.5
LA-077,"Pointe Coupee Parish",83.1,124,2.971,80.1
LA-079,"Rapides Parish",82.6,121,2.593,80
LA-081,"Red River Parish",82.5,120,3.28,79.2
LA-083,"Richland Parish",81.5,116,2.224,79.3
LA-085,"Sabine Parish",83.4,126,4.45,79
LA-087,"St. Bernard Parish",83.9,128,3.747,80.2
LA-089,"St. Charles Parish",84.1,128,3.555,80.5
LA-091,"St. Helena Parish",82.6,127,3.487,79.1
LA-093,"St. James Parish",83.9,128,3.613,80.3
LA-095,"St. John the Baptist Parish",83.9,128,3.521,80.4
LA-097,"St. Landry Parish",82.8,122,2.45,80.4
LA-099,"St. Martin Parish",83.2,125,2.888,80.3
LA-101,"St. Mary Parish",83.3,127,3.043,80.3
LA-103,"St. Tammany Parish",83,126,3.618,79.4
LA-105,"Tangipahoa Parish",82.9,127,3.515,79.4
LA-107,"Tensas Parish",81.8,115,2.258,79.5
LA-109,"Terrebonne Parish",84.1,128,3.691,80.4
LA-111,"Union Parish",80.6,114,2.153,78.4
LA-113,"Vermilion Parish",83.4,123,2.567,80.8
LA-115,"Vernon Parish",83.4,126,4.26,79.1
LA-117,"Washington Parish",82.7,125,3.638,79.1
LA-119,"Webster Parish",81.5,117,2.681,78.8
LA-121,"West Baton Rouge Parish",83.4,126,3.248,80.2
LA-123,"West Carroll Parish",81.1,111,1.988,79.1
LA-125,"West Feliciana Parish",82.9,125,3.185,79.7
LA-127,"Winn Parish",81.9,120,2.827,79.1
ME-001,"Androscoggin County",62.6,70,0.646,62
ME-003,"Aroostook County",59,63,0.136,58.9
ME-005,"Cumberland County",62.9,70,0.694,62.2
ME-007,"Franklin County",57.8,42,-0.514,58.3
ME-009,"Hancock County",61.1,72,0.399,60.7
ME-011,"Kennebec County",62,50,0.041,62
ME-013,"Knox County",60.3,59,0.362,59.9
ME-015,"Lincoln County",61.3,60,0.531,60.8
ME-017,"Oxford County",60.3,57,0.174,60.1
ME-019,"Penobscot County",61,55,0.028,61
ME-021,"Piscataquis County",59.2,61,0.17,59
ME-023,"Sagadahoc County",62.1,67,0.627,61.5
ME-025,"Somerset County",59.1,58,0.055,59
ME-027,"Waldo County",61.1,55,0.206,60.9
ME-029,"Washington County",60.8,93,1.135,59.7
ME-031,"York County",62.9,50,0.078,62.8
MD-001,"Allegany County",70.2,97,1.543,68.7
MD-003,"Anne Arundel County",73.7,86,1.364,72.3
MD-005,"Baltimore County",72.1,101,1.818,70.3
MD-009,"Calvert County",73.6,89,1.437,72.2
MD-011,"Caroline County",73.3,98,1.892,71.4
MD-013,"Carroll County",70.7,92,1.551,69.1
MD-015,"Cecil County",71.1,66,0.455,70.6
MD-017,"Charles County",73.9,90,1.489,72.4
MD-019,"Dorchester County",74.3,104,2.19,72.1
MD-021,"Frederick County",71,84,1.128,69.9
MD-023,"Garrett County",65.5,88,1.445,64.1
MD-025,"Harford County",71.6,76,0.869,70.7
MD-027,"Howard County",71.6,89,1.602,70
MD-029,"Kent County",72.8,84,1.16,71.6
MD-031,"Montgomery County",71.6,83,1.178,70.4
MD-033,"Prince George's County",73.1,85,1.278,71.8
MD-035,"Queen Anne's County",73.1,92,1.469,71.6
MD-037,"St. Mary's County",74,97,1.57,72.4
MD-039,"Somerset County",74,98,1.971,72
MD-041,"Talbot County",73.8,95,1.53,72.3
MD-043,"Washington County",71.1,87,1.391,69.7
MD-045,"Wicomico County",73.5,98,2.016,71.5
MD-047,"Worcester County",72.9,98,1.925,71
MD-510,"Baltimore City",74.3,105,2.3,72
MD-511,"Washington, D.C.",73.4,87,1.372,72
MA-001,"Barnstable County",64.9,100,1.542,63.4
MA-003,"Berkshire County",63.1,76,0.826,62.3
MA-005,"Bristol County",67,100,1.794,65.2
MA-007,"Dukes County",65.1,97,1.415,63.7
MA-009,"Essex County",65,61,0.279,64.7
MA-011,"Franklin County",64.7,80,0.843,63.9
MA-013,"Hampden County",65.8,81,0.715,65.1
MA-015,"Hampshire County",65.3,72,0.554,64.7
MA-017,"Middlesex County",66.6,82,1.133,65.5
MA-019,"Nantucket County",62.7,96,1.504,61.2
MA-021,"Norfolk County",67,97,1.64,65.4
MA-023,"Plymouth County",66.9,101,1.857,65
MA-025,"Suffolk County",67.1,100,1.736,65.4
MA-027,"Worcester County",65.4,87,1.218,64.2
MI-001,"Alcona County",64.1,99,2.318,61.8
MI-003,"Alger County",60.8,96,1.616,59.2
MI-005,"Allegan County",68,76,1.115,66.9
MI-007,"Alpena County",64,98,2.37,61.6
MI-009,"Antrim County",63.8,83,1.651,62.1
MI-011,"Arenac County",66.3,101,2.299,64
MI-013,"Baraga County",60.7,96,2.035,58.7
MI-015,"Barry County",68.4,87,1.632,66.8
MI-017,"Bay County",67.6,99,2.215,65.4
MI-019,"Benzie County",64.5,105,3.225,61.3
MI-021,"Berrien County",69.2,83,1.605,67.6
MI-023,"Branch County",68.9,91,1.724,67.2
MI-025,"Calhoun County",68.8,97,2.014,66.8
MI-027,"Cass County",69.3,87,1.811,67.5
MI-029,"Charlevoix County",63.5,78,1.402,62.1
MI-031,"Cheboygan County",62.8,78,1.12,61.7
MI-033,"Chippewa County",58.9,67,0.323,58.6
MI-035,"Clare County",64.9,79,1.324,63.6
MI-037,"Clinton County",68.8,102,2.265,66.5
MI-039,"Crawford County",63.2,75,1.048,62.2
MI-041,"Delta County",61.2,81,1.103,60.1
MI-043,"Dickinson County",62.5,92,2.014,60.5
MI-045,"Eaton County",68.6,95,1.989,66.6
MI-047,"Emmet County",62,81,1.239,60.8
MI-049,"Genesee County",68.1,94,2.029,66.1
MI-051,"Gladwin County",66.2,90,1.753,64.4
MI-053,"Gogebic County",61.4,84,1.4,60
MI-055,"Grand Traverse County",64.5,98,2.537,62
MI-057,"Gratiot County",68,92,1.881,66.1
MI-059,"Hillsdale County",68.5,93,1.761,66.7
MI-061,"Houghton County",61.6,99,2.172,59.4
MI-063,"Huron County",65.8,100,2.191,63.6
MI-065,"Ingham County",68.3,97,2.04,66.3
MI-067,"Ionia County",68.2,91,1.883,66.3
MI-069,"Iosco County",65,99,2.241,62.8
MI-071,"Iron County",61.2,89,1.887,59.3
MI-073,"Isabella County",66.4,81,1.448,65
MI-075,"Jackson County",68,86,1.57,66.4
MI-077,"Kalamazoo County",69.1,89,1.827,67.3
MI-079,"Kalkaska County",63.5,79,1.324,62.2
MI-081,"Kent County",67.5,83,1.482,66
MI-083,"Keweenaw County",59.7,105,2.416,57.3
MI-085,"Lake County",64.2,70,0.65,63.6
MI-087,"Lapeer County",68,100,2.34,65.7
MI-089,"Leelanau County",63.9,105,2.855,61
MI-091,"Lenawee County",69.6,98,2.037,67.6
MI-093,"Livingston County",68,94,2.202,65.8
MI-095,"Luce County",58.9,71,0.612,58.3
MI-097,"Mackinac County",59.6,68,0.56,59
MI-099,"Macomb County",69.7,106,2.927,66.8
MI-101,"Manistee County",64.2,84,1.914,62.3
MI-103,"Marquette County",61.6,100,2.344,59.3
MI-105,"Mason County",63.9,74,0.974,62.9
MI-107,"Mecosta County",64.6,66,0.336,64.3
MI-109,"Menominee County",63.1,84,1.368,61.7
MI-111,"Midland County",67.6,92,1.837,65.8
MI-113,"Missaukee County",63.8,80,1.398,62.4
MI-115,"Monroe County",71.1,108,2.98,68.1
MI-117,"Montcalm County",66.8,85,1.561,65.2
MI-119,"Montmorency County",63.7,83,1.549,62.2
MI-121,"Muskegon County",66.7,87,1.869,64.8
MI-123,"Newaygo County",65,68,0.514,64.5
MI-125,"Oakland County",68.7,101,2.56,66.1
MI-127,"Oceana County",64.9,78,1.28,63.6
MI-129,"Ogemaw County",65.1,103,2.26,62.8
MI-131,"Ontonagon County",62,95,2.019,60
MI-133,"Osceola County",63.9,72,0.844,63.1
MI-135,"Oscoda County",63.9,90,1.739,62.2
MI-137,"Otsego County",62.9,80,1.225,61.7
MI-139,"Ottawa County",67.6,81,1.599,66
MI-141,"Presque Isle County",63.3,88,1.678,61.6
MI-143,"Roscommon County",64.1,82,1.5,62.6
MI-145,"Saginaw County",68.3,95,2.004,66.3
MI-147,"St. Clair County",68.7,102,2.703,66
MI-149,"St. Joseph County",69.2,84,1.48,67.7
MI-151,"Sanilac County",66.6,98,2.015,64.6
MI-153,"Schoolcraft County",60.6,69,0.625,60
MI-155,"Shiawassee County",68.2,90,1.868,66.3
MI-157,"Tuscola County",67.3,94,1.786,65.5
MI-159,"Van Buren County",68.6,79,1.38,67.2
MI-161,"Washtenaw County",68.7,98,2.306,66.4
MI-163,"Wayne County",70.6,112,3.172,67.4
MI-165,"Wexford County",64.1,84,1.861,62.2
MN-001,"Aitkin County",63.8,98,2.184,61.6
MN-003,"Anoka County",69.5,110,2.993,66.5
MN-005,"Becker County",65.9,103,2.543,63.4
MN-007,"Beltrami County",62.8,79,0.926,61.9
MN-009,"Benton County",68.2,111,3.43,64.8
MN-011,"Big Stone County",71,120,5.045,66
MN-013,"Blue Earth County",71,111,3.181,67.8
MN-015,"Brown County",72.5,119,4.538,68
MN-017,"Carlton County",61.7,86,1.279,60.4
MN-019,"Carver County",70.2,112,3.071,67.1
MN-021,"Cass County",64.5,97,2.016,62.5
MN-023,"Chippewa County",71.3,120,4.529,66.8
MN-025,"Chisago County",67.6,95,2.002,65.6
MN-027,"Clay County",68.3,108,3.376,64.9
MN-029,"Clearwater County",63.6,92,1.321,62.3
MN-031,"Cook County",57.2,72,0.384,56.8
MN-033,"Cottonwood County",71.4,120,4.557,66.8
MN-035,"Crow Wing County",65.9,101,2.849,63.1
MN-037,"Dakota County",70.7,113,3.439,67.3
MN-039,"Dodge County",68.5,107,2.774,65.7
MN-041,"Douglas County",67.8,111,3.694,64.1
MN-043,"Faribault County",70.5,109,2.712,67.8
MN-045,"Fillmore County",67.3,85,1.44,65.9
MN-047,"Freeborn County",69.5,108,2.728,66.8
MN-049,"Goodhue County",69.2,108,2.796,66.4
MN-051,"Grant County",69.5,119,4.414,65.1
MN-053,"Hennepin County",70.6,112,3.548,67.1
MN-055,"Houston County",68.4,84,1.453,66.9
MN-057,"Hubbard County",64.5,97,1.954,62.5
MN-059,"Isanti County",67.8,98,2.353,65.4
MN-061,"Itasca County",62.3,86,1.344,61
MN-063,"Jackson County",70.8,113,3.956,66.8
MN-065,"Kanabec County",66.1,99,2.429,63.7
MN-067,"Kandiyohi County",69.6,111,3.677,65.9
MN-069,"Kittson County",64.8,101,2.642,62.2
MN-071,"Koochiching County",61.6,81,0.893,60.7
MN-073,"Lac qui Parle County",71,116,4.247,66.8
MN-075,"Lake County",59.3,78,0.823,58.5
MN-077,"Lake of the Woods County",62.4,84,1.224,61.2
MN-079,"Le Sueur County",69.9,107,2.565,67.3
MN-081,"Lincoln County",68.9,109,3.213,65.7
MN-083,"Lyon County",70.6,109,3.693,66.9
MN-085,"McLeod County",70.3,114,3.471,66.8
MN-087,"Mahnomen County",65.1,98,2.077,63
MN-089,"Marshall County",64.8,96,2.116,62.7
MN-091,"Martin County",71,111,3.49,67.5
MN-093,"Meeker County",69.3,110,3.325,66
MN-095,"Mille Lacs County",66.5,102,2.664,63.8
MN-097,"Morrison County",66.8,104,2.591,64.2
MN-099,"Mower County",68.3,103,2.56,65.7
MN-101,"Murray County",69.8,111,3.616,66.2
MN-103,"Nicollet County",71,112,3.187,67.8
MN-105,"Nobles County",70.2,110,3.529,66.7
MN-107,"Norman County",67,97,2.406,64.6
MN-109,"Olmsted County",68.3,100,2.577,65.7
MN-111,"Otter Tail County",67.6,112,3.336,64.3
MN-113,"Pennington County",64.4,90,1.389,63
MN-115,"Pine County",64.3,95,1.883,62.4
MN-117,"Pipestone County",69.3,109,3.279,66
MN-119,"Polk County",65.8,96,1.957,63.8
MN-121,"Pope County",69,114,4.255,64.7
MN-123,"Ramsey County",70.7,111,3.488,67.2
MN-125,"Red Lake County",64.7,88,1.197,63.5
MN-127,"Redwood County",71.8,119,4.2,67.6
MN-129,"Renville County",71.5,119,4.285,67.2
MN-131,"Rice County",69.6,107,2.758,66.8
MN-133,"Rock County",70.4,109,3.381,67
MN-135,"Roseau County",63.5,94,2.106,61.4
MN-137,"St. Louis County",60.8,82,0.966,59.8
MN-139,"Scott County",70.5,111,3.033,67.5
MN-141,"Sherburne County",69.1,111,3.419,65.7
MN-143,"Sibley County",70.9,114,3.477,67.4
MN-145,"Stearns County",68.4,110,3.302,65.1
MN-147,"Steele County",69.2,107,2.804,66.4
MN-149,"Stevens County",70.4,123,5.01,65.4
MN-151,"Swift County",70.7,120,4.718,66
MN-153,"Todd County",66.3,100,2.224,64.1
MN-155,"Traverse County",70.4,120,4.69,65.7
MN-157,"Wabasha County",68.6,97,2.197,66.4
MN-159,"Wadena County",65.7,98,2.143,63.6
MN-161,"Waseca County",69.8,109,2.791,67
MN-163,"Washington County",69.9,108,3.062,66.8
MN-165,"Watonwan County",72.9,119,5.121,67.8
MN-167,"Wilkin County",69.7,117,4.298,65.4
MN-169,"Winona County",68.2,92,1.909,66.3
MN-171,"Wright County",69.7,110,3.448,66.3
MN-173,"Yellow Medicine County",71.1,116,3.928,67.2
MS-001,"Adams County",81.8,120,2.637,79.2
MS-003,"Alcorn County",78.2,107,2.087,76.1
MS-005,"Amite County",82,124,3.239,78.8
MS-007,"Attala County",80.5,120,3.071,77.4
MS-009,"Benton County",78.3,105,1.945,76.4
MS-011,"Bolivar County",79.9,91,0.935,79
MS-013,"Calhoun County",80.2,112,2.659,77.5
MS-015,"Carroll County",81.4,122,3.621,77.8
MS-017,"Chickasaw County",80.9,118,3.22,77.7
MS-019,"Choctaw County",80.1,118,3.043,77.1
MS-021,"Claiborne County",81.5,115,2.379,79.1
MS-023,"Clarke County",82.4,127,4.078,78.3
MS-025,"Clay County",81.3,117,3.272,78
MS-027,"Coahoma County",79.7,93,1.106,78.6
MS-029,"Copiah County",81.5,118,2.736,78.8
MS-031,"Covington County",82,124,3.374,78.6
MS-033,"DeSoto County",79.8,102,1.645,78.2
MS-035,"Forrest County",82.3,123,3.164,79.1
MS-037,"Franklin County",81.6,121,2.846,78.8
MS-039,"George County",82.9,127,3.855,79
MS-041,"Greene County",82.6,125,3.53,79.1
MS-043,"Grenada County",80.9,117,2.927,78
MS-045,"Hancock County",82.6,126,3.756,78.8
MS-047,"Harrison County",82.7,127,3.724,79
MS-049,"Hinds County",81.9,120,2.995,78.9
MS-051,"Holmes County",82,122,3.514,78.5
MS-053,"Humphreys County",82.4,123,3.073,79.3
MS-055,"Issaquena County",81.7,116,2.486,79.2
MS-057,"Itawamba County",80.6,120,3.482,77.1
MS-059,"Jackson County",83.2,127,4.058,79.1
MS-061,"Jasper County",81.7,124,3.563,78.1
MS-063,"Jefferson County",81.4,117,2.47,78.9
MS-065,"Jefferson Davis County",82.1,124,3.492,78.6
MS-067,"Jones County",82.3,123,3.369,78.9
MS-069,"Kemper County",80.8,117,2.91,77.9
MS-071,"Lafayette County",79.6,105,2.194,77.4
MS-073,"Lamar County",82.2,122,3.202,79
MS-075,"Lauderdale County",81.6,125,3.686,77.9
MS-077,"Lawrence County",82.3,121,3.429,78.9
MS-079,"Leake County",80.6,119,2.963,77.6
MS-081,"Lee County",81.2,121,3.669,77.5
MS-083,"Leflore County",82.1,122,3.221,78.9
MS-085,"Lincoln County",81.7,120,3.108,78.6
MS-087,"Lowndes County",81.6,117,3.353,78.2
MS-089,"Madison County",82,121,3.286,78.7
MS-091,"Marion County",82.7,124,3.484,79.2
MS-093,"Marshall County",78.8,102,1.73,77.1
MS-095,"Monroe County",80.9,113,3.028,77.9
MS-097,"Montgomery County",80.1,116,2.765,77.3
MS-099,"Neshoba County",80.2,117,2.869,77.3
MS-101,"Newton County",81,122,3.392,77.6
MS-103,"Noxubee County",81.4,118,3.258,78.1
MS-105,"Oktibbeha County",81.4,122,3.581,77.8
MS-107,"Panola County",79.9,103,1.818,78.1
MS-109,"Pearl River County",82.4,126,3.604,78.8
MS-111,"Perry County",82.5,124,3.381,79.1
MS-113,"Pike County",82.4,126,3.63,78.8
MS-115,"Pontotoc County",80.6,119,3.3,77.3
MS-117,"Prentiss County",79.7,115,2.968,76.7
MS-119,"Quitman County",80.3,103,1.645,78.7
MS-121,"Rankin County",81.6,120,3.15,78.5
MS-123,"Scott County",80.9,121,3.18,77.7
MS-125,"Sharkey County",82.1,119,2.802,79.3
MS-127,"Simpson County",81.6,120,3.116,78.5
MS-129,"Smith County",81.5,122,3.306,78.2
MS-131,"Stone County",82.3,126,3.473,78.8
MS-133,"Sunflower County",81.2,112,2.057,79.1
MS-135,"Tallahatchie County",80.9,111,2.311,78.6
MS-137,"Tate County",79.6,101,1.536,78.1
MS-139,"Tippah County",78.7,110,2.417,76.3
MS-141,"Tishomingo County",78.6,113,2.525,76.1
MS-143,"Tunica County",80.1,103,1.544,78.6
MS-145,"Union County",80.1,116,3.056,77
MS-147,"Walthall County",82.4,125,3.533,78.9
MS-149,"Warren County",81.8,118,2.68,79.1
MS-151,"Washington County",81.4,113,2.036,79.4
MS-153,"Wayne County",82.3,124,3.523,78.8
MS-155,"Webster County",80.1,116,2.83,77.3
MS-157,"Wilkinson County",82.1,122,2.873,79.2
MS-159,"Winston County",80.4,120,3.173,77.2
MS-161,"Yalobusha County",80.1,109,2.412,77.7
MS-163,"Yazoo County",82.4,121,3.265,79.1
MO-001,"Adair County",73.4,102,2.23,71.2
MO-003,"Andrew County",75.3,107,2.93,72.4
MO-005,"Atchison County",74.4,104,2.443,72
MO-007,"Audrain County",74.5,96,2.012,72.5
MO-009,"Barry County",75.2,104,2.29,72.9
MO-011,"Barton County",76.1,92,1.433,74.7
MO-013,"Bates County",76,97,1.9,74.1
MO-015,"Benton County",75,95,1.733,73.3
MO-017,"Bollinger County",75.4,86,1.22,74.2
MO-019,"Boone County",75.5,102,2.387,73.1
MO-021,"Buchanan County",75.4,105,2.54,72.9
MO-023,"Butler County",77.8,100,2.077,75.7
MO-025,"Caldwell County",73.9,96,1.839,72.1
MO-027,"Callaway County",75.8,106,2.688,73.1
MO-029,"Camden County",76.4,112,3.156,73.2
MO-031,"Cape Girardeau County",76.2,93,1.84,74.4
MO-033,"Carroll County",74.6,87,1.546,73.1
MO-035,"Carter County",75.3,99,1.989,73.3
MO-037,"Cass County",76,107,2.915,73.1
MO-039,"Cedar County",76.5,104,2.357,74.1
MO-041,"Chariton County",75.4,102,2.408,73
MO-043,"Christian County",75,111,2.687,72.3
MO-045,"Clark County",73.9,96,1.908,72
MO-047,"Clay County",75.5,104,2.57,72.9
MO-049,"Clinton County",74.6,104,2.587,72
MO-051,"Cole County",76.5,107,2.932,73.6
MO-053,"Cooper County",75.6,103,2.675,72.9
MO-055,"Crawford County",74.4,105,2.411,72
MO-057,"Dade County",76.1,105,2.239,73.9
MO-059,"Dallas County",75.5,110,2.773,72.7
MO-061,"Daviess County",74.1,101,2.225,71.9
MO-063,"DeKalb County",74.7,107,2.842,71.9
MO-065,"Dent County",74.2,105,2.237,72
MO-067,"Douglas County",75.1,111,2.873,72.2
MO-069,"Dunklin County",78.9,100,1.877,77
MO-071,"Franklin County",75.1,106,2.488,72.6
MO-073,"Gasconade County",75.1,106,2.624,72.5
MO-075,"Gentry County",74.8,110,3.272,71.5
MO-077,"Greene County",75.2,109,2.669,72.5
MO-079,"Grundy County",73.7,96,1.693,72
MO-081,"Harrison County",73.9,102,2.769,71.1
MO-083,"Henry County",75.7,97,1.816,73.9
MO-085,"Hickory County",75.5,103,2.207,73.3
MO-087,"Holt County",75.2,104,2.545,72.7
MO-089,"Howard County",75.6,102,2.69,72.9
MO-091,"Howell County",76.1,117,3.876,72.2
MO-093,"Iron County",73.3,95,1.504,71.8
MO-095,"Jackson County",75.8,106,2.712,73.1
MO-097,"Jasper County",76.4,98,1.943,74.5
MO-099,"Jefferson County",76.1,111,2.719,73.4
MO-101,"Johnson County",75.8,106,2.897,72.9
MO-103,"Knox County",73.7,100,2.148,71.6
MO-105,"Laclede County",75.8,114,3.223,72.6
MO-107,"Lafayette County",75.4,103,2.465,72.9
MO-109,"Lawrence County",75.4,106,2.335,73.1
MO-111,"Lewis County",74.1,94,1.655,72.4
MO-113,"Lincoln County",75,102,2.415,72.6
MO-115,"Linn County",73.9,88,1.525,72.4
MO-117,"Livingston County",74.1,88,1.478,72.6
MO-119,"McDonald County",76.3,104,2.364,73.9
MO-121,"Macon County",73.9,94,1.812,72.1
MO-123,"Madison County",73.8,83,0.93,72.9
MO-125,"Maries County",76,109,2.986,73
MO-127,"Marion County",74.6,98,1.901,72.7
MO-129,"Mercer County",73.1,99,1.932,71.2
MO-131,"Miller County",76.6,113,3.324,73.3
MO-133,"Mississippi County",77.9,102,2.067,75.8
MO-135,"Moniteau County",75.7,104,2.628,73.1
MO-137,"Monroe County",74,92,1.511,72.5
MO-139,"Montgomery County",74.8,102,2.364,72.4
MO-141,"Morgan County",75.4,105,2.698,72.7
MO-143,"New Madrid County",78.6,102,2.001,76.6
MO-145,"Newton County",76.3,105,2.481,73.8
MO-147,"Nodaway County",74.8,110,3.372,71.4
MO-149,"Oregon County",76.3,116,3.228,73.1
MO-151,"Osage County",76.3,109,3.027,73.3
MO-153,"Ozark County",76.2,114,3.267,72.9
MO-155,"Pemiscot County",79,98,1.899,77.1
MO-157,"Perry County",75.3,93,1.708,73.6
MO-159,"Pettis County",75.3,101,2.352,72.9
MO-161,"Phelps County",75.6,110,2.876,72.7
MO-163,"Pike County",74.7,104,2.452,72.2
MO-165,"Platte County",75.9,105,2.778,73.1
MO-167,"Polk County",75.8,111,2.781,73
MO-169,"Pulaski County",76.5,115,3.62,72.9
MO-171,"Putnam County",72.8,94,1.65,71.2
MO-173,"Ralls County",74.5,97,2.025,72.5
MO-175,"Randolph County",74.9,101,2.35,72.6
MO-177,"Ray County",74.7,94,1.939,72.8
MO-179,"Reynolds County",73.7,94,1.572,72.1
MO-181,"Ripley County",76.8,103,2.295,74.5
MO-183,"St. Charles County",76.3,107,2.748,73.6
MO-185,"St. Clair County",76,100,1.785,74.2
MO-186,"Ste. Genevieve County",75.1,97,1.828,73.3
MO-187,"St. Francois County",74,97,1.621,72.4
MO-189,"St. Louis County",76.8,109,2.803,74
MO-195,"Saline County",75.5,103,2.483,73
MO-197,"Schuyler County",73.3,102,2.369,70.9
MO-199,"Scotland County",73.9,106,2.619,71.3
MO-201,"Scott County",77.7,104,2.214,75.5
MO-203,"Shannon County",75,106,2.534,72.5
MO-205,"Shelby County",73.6,94,1.558,72
MO-207,"Stoddard County",77.9,101,1.877,76
MO-209,"Stone County",75.6,108,2.448,73.2
MO-211,"Sullivan County",73.1,91,1.508,71.6
MO-213,"Taney County",76.4,113,3.052,73.3
MO-215,"Texas County",74.9,109,2.858,72
MO-217,"Vernon County",76,90,1.352,74.6
MO-219,"Warren County",74.9,106,2.531,72.4
MO-221,"Washington County",74.6,108,2.567,72
MO-223,"Wayne County",75.1,87,1.203,73.9
MO-225,"Webster County",74.2,110,2.544,71.7
MO-227,"Worth County",74.3,108,3.458,70.8
MO-229,"Wright County",74.5,108,2.666,71.8
MO-510,"St. Louis City",77.1,108,2.738,74.4
MT-001,"Beaverhead County",51.6,77,0.797,50.8
MT-003,"Big Horn County",61.9,76,0.529,61.4
MT-005,"Blaine County",60.4,61,-0.13,60.5
MT-007,"Broadwater County",57,67,0.149,56.9
MT-009,"Carbon County",57.6,74,0.529,57.1
MT-011,"Carter County",62.5,73,0.262,62.2
MT-013,"Cascade County",57.6,62,-0.092,57.7
MT-015,"Chouteau County",60.8,67,0.153,60.6
MT-017,"Custer County",63.5,61,-0.436,63.9
MT-019,"Daniels County",60.8,77,0.724,60.1
MT-021,"Dawson County",63,66,-0.127,63.1
MT-023,"Deer Lodge County",51.1,77,0.804,50.3
MT-025,"Fallon County",62.3,60,-0.418,62.7
MT-027,"Fergus County",59.7,69,-0.18,59.9
MT-029,"Flathead County",52.7,55,-0.226,52.9
MT-031,"Gallatin County",54.2,82,0.854,53.3
MT-033,"Garfield County",63.4,83,0.915,62.5
MT-035,"Glacier County",53.4,75,0.326,53.1
MT-037,"Golden Valley County",59.9,71,0.087,59.8
MT-039,"Granite County",51.4,71,0.203,51.2
MT-041,"Hill County",60.2,66,0.068,60.1
MT-043,"Jefferson County",55,84,1.231,53.8
MT-045,"Judith Basin County",55.7,63,-0.118,55.8
MT-047,"Lake County",57,70,0.345,56.7
MT-049,"Lewis and Clark County",54.4,75,0.387,54
MT-051,"Liberty County",59.3,70,0.229,59.1
MT-053,"Lincoln County",54.8,70,0.449,54.4
MT-055,"McCone County",62.8,71,0.041,62.8
MT-057,"Madison County",53.5,77,0.684,52.8
MT-059,"Meagher County",53.2,69,0.136,53.1
MT-061,"Mineral County",54.3,60,-0.329,54.6
MT-063,"Missoula County",54.1,69,0.032,54.1
MT-065,"Musselshell County",61.7,59,-0.368,62.1
MT-067,"Park County",52.8,81,0.756,52
MT-069,"Petroleum County",63.3,74,0.124,63.2
MT-071,"Phillips County",62.6,74,0.314,62.3
MT-073,"Pondera County",56.7,61,-0.007,56.7
MT-075,"Powder River County",63.2,71,0.184,63
MT-077,"Powell County",52.5,72,0.284,52.2
MT-079,"Prairie County",63,59,-0.425,63.4
MT-081,"Ravalli County",52.6,73,0.192,52.4
MT-083,"Richland County",63.2,75,0.233,63
MT-085,"Roosevelt County",62.8,79,0.579,62.2
MT-087,"Rosebud County",63.1,69,0.144,63
MT-089,"Sanders County",55.5,58,-0.351,55.9
MT-091,"Sheridan County",62,77,0.721,61.3
MT-093,"Silver Bow County",53.5,82,1.275,52.2
MT-095,"Stillwater County",58,64,0.022,58
MT-097,"Sweet Grass County",56.4,74,0.403,56
MT-099,"Teton County",55.8,62,0.015,55.8
