"Location ID","Location","Value","Rank","Anomaly (1901-2000 base period)","1901-2000 Mean"
TX-427,"Starr County",87,113,2.536,84.5
TX-429,"Stephens County",84.5,122,4.507,80
TX-431,"Sterling County",84.7,124,5.21,79.5
TX-433,"Stonewall County",84.8,119,4.315,80.5
TX-435,"Sutton County",84.5,128,5.72,78.8
TX-437,"Swisher County",78.9,119,4.111,74.8
TX-439,"Tarrant County",85.1,120,4.026,81.1
TX-441,"Taylor County",83.7,121,4.393,79.3
TX-443,"Terrell County",86.4,124,4.703,81.7
TX-445,"Terry County",80.8,116,3.807,77
TX-447,"Throckmorton County",84.3,116,3.998,80.3
TX-449,"Titus County",81.2,116,2.501,78.7
TX-451,"Tom Green County",84.8,123,4.845,80
TX-453,"Travis County",85.5,128,4.605,80.9
TX-455,"Trinity County",84.2,126,3.885,80.3
TX-457,"Tyler County",84,127,4.726,79.3
TX-459,"Upshur County",82,117,2.725,79.3
TX-461,"Upton County",84.6,119,4.246,80.4
TX-463,"Uvalde County",87,128,5.185,81.8
TX-465,"Val Verde County",87.5,127,5.211,82.3
TX-467,"Van Zandt County",83.2,122,3.774,79.4
TX-469,"Victoria County",86,127,4.55,81.5
TX-471,"Walker County",84.8,126,3.937,80.9
TX-473,"Waller County",86,127,5.091,80.9
TX-475,"Ward County",85.8,118,4.47,81.3
TX-477,"Washington County",86.1,128,5.277,80.8
TX-479,"Webb County",88,124,3.876,84.1
TX-481,"Wharton County",85.4,127,4.399,81
TX-483,"Wheeler County",79.3,110,3.383,75.9
TX-485,"Wichita County",83.2,110,3.013,80.2
TX-487,"Wilbarger County",83.5,110,3.229,80.3
TX-489,"Willacy County",85,110,2.035,83
TX-491,"Williamson County",85,128,4.704,80.3
TX-493,"Wilson County",86.5,127,4.486,82
TX-495,"Winkler County",84.2,115,4.088,80.1
TX-497,"Wise County",83.7,117,3.737,80
TX-499,"Wood County",82.3,118,3.375,78.9
TX-501,"Yoakum County",80,118,4.144,75.9
TX-503,"Young County",84,118,4.163,79.8
TX-505,"Zapata County",88.3,121,3.458,84.8
TX-507,"Zavala County",88.1,127,4.544,83.6
UT-001,"Beaver County",68.1,118,4.416,63.7
UT-003,"Box Elder County",65.3,90,2.24,63.1
UT-005,"Cache County",59.3,89,1.865,57.4
UT-007,"Carbon County",63.9,104,3.527,60.4
UT-009,"Daggett County",58.2,88,1.737,56.5
UT-011,"Davis County",66.3,97,2.687,63.6
UT-013,"Duchesne County",59.2,103,3.025,56.2
UT-015,"Emery County",70.8,105,3.626,67.2
UT-017,"Garfield County",67.6,108,3.977,63.6
UT-019,"Grand County",72.3,116,4.624,67.7
UT-021,"Iron County",67.4,115,4.328,63.1
UT-023,"Juab County",68.8,101,3.338,65.5
UT-025,"Kane County",71.9,114,4.418,67.5
UT-027,"Millard County",70.2,105,3.944,66.3
UT-029,"Morgan County",59.9,99,2.81,57.1
UT-031,"Piute County",60.8,107,3.539,57.3
UT-033,"Rich County",56.8,94,2.063,54.7
UT-035,"Salt Lake County",66.6,101,3.33,63.3
UT-037,"San Juan County",73.2,109,3.866,69.3
UT-039,"Sanpete County",61.7,108,3.472,58.2
UT-041,"Sevier County",62.1,102,3.113,59
UT-043,"Summit County",54.2,97,2.449,51.8
UT-045,"Tooele County",69.8,97,3.08,66.7
UT-047,"Uintah County",66.2,109,3.53,62.7
UT-049,"Utah County",64.6,106,3.352,61.2
UT-051,"Wasatch County",57.2,100,2.705,54.5
UT-053,"Washington County",74.7,114,4.465,70.2
UT-055,"Wayne County",71.3,112,4.179,67.1
UT-057,"Weber County",62.6,97,2.596,60
VT-001,"Addison County",62.3,54,-0.206,62.5
VT-003,"Bennington County",61.1,88,1.117,60
VT-005,"Caledonia County",59.6,39,-0.827,60.4
VT-007,"Chittenden County",63.7,87,0.916,62.8
VT-009,"Essex County",58.8,40,-0.625,59.4
VT-011,"Franklin County",63.3,83,0.777,62.5
VT-013,"Grand Isle County",65.2,68,0.305,64.9
VT-015,"Lamoille County",60.6,68,0.375,60.2
VT-017,"Orange County",61,51,-0.023,61
VT-019,"Orleans County",60.4,57,0.202,60.2
VT-021,"Rutland County",61.3,54,0.108,61.2
VT-023,"Washington County",60.2,49,-0.251,60.5
VT-025,"Windham County",62.2,80,0.819,61.4
VT-027,"Windsor County",61.9,77,0.727,61.2
VA-001,"Accomack County",73.4,92,1.566,71.8
VA-003,"Albemarle County",73.1,107,2.159,70.9
VA-005,"Alleghany County",68.5,59,0.044,68.5
VA-007,"Amelia County",73.9,81,0.955,72.9
VA-009,"Amherst County",72.5,111,2.057,70.4
VA-011,"Appomattox County",73.6,109,2.114,71.5
VA-013,"Arlington County",73.1,84,1.285,71.8
VA-015,"Augusta County",69.9,105,1.911,68
VA-017,"Bath County",67.9,66,0.566,67.3
VA-019,"Bedford County",73.2,105,1.861,71.3
VA-021,"Bland County",66.7,70,0.478,66.2
VA-023,"Botetourt County",71.3,78,0.798,70.5
VA-025,"Brunswick County",74.7,90,1.286,73.4
VA-027,"Buchanan County",70.3,82,0.985,69.3
VA-029,"Buckingham County",74,106,2.016,72
VA-031,"Campbell County",73.2,105,1.693,71.5
VA-033,"Caroline County",73.4,85,1.021,72.4
VA-035,"Carroll County",68.6,103,1.649,67
VA-036,"Charles City County",75.4,82,0.919,74.5
VA-037,"Charlotte County",73.3,87,1.138,72.2
VA-041,"Chesterfield County",74.4,77,0.749,73.7
VA-043,"Clarke County",70.7,78,0.879,69.8
VA-045,"Craig County",69.2,85,1.051,68.1
VA-047,"Culpeper County",72.2,86,1.128,71.1
VA-049,"Cumberland County",74,94,1.424,72.6
VA-051,"Dickenson County",70,79,0.881,69.1
VA-053,"Dinwiddie County",74.5,81,0.913,73.6
VA-057,"Essex County",74,82,0.804,73.2
VA-059,"Fairfax County",72.8,85,1.347,71.5
VA-061,"Fauquier County",71.6,86,1.199,70.4
VA-063,"Floyd County",68,100,1.701,66.3
VA-065,"Fluvanna County",73.8,104,1.745,72.1
VA-067,"Franklin County",72.7,99,1.689,71
VA-069,"Frederick County",70.2,84,1.176,69
VA-071,"Giles County",68.5,85,1.199,67.3
VA-073,"Gloucester County",74.9,86,1.09,73.8
VA-075,"Goochland County",73.6,86,1.032,72.6
VA-077,"Grayson County",66.2,95,1.421,64.8
VA-079,"Greene County",71.5,102,2.051,69.4
VA-081,"Greensville County",75.1,88,1.112,74
VA-083,"Halifax County",73.9,86,1.184,72.7
VA-085,"Hanover County",73.9,85,0.876,73
VA-087,"Henrico County",74.6,80,0.828,73.8
VA-089,"Henry County",73.8,97,1.605,72.2
VA-091,"Highland County",65.5,79,1.03,64.5
VA-093,"Isle of Wight County",74.9,72,0.71,74.2
VA-095,"James City County",75.2,85,1.026,74.2
VA-097,"King and Queen County",74.4,83,0.94,73.5
VA-099,"King George County",74.1,92,1.616,72.5
VA-101,"King William County",74.6,87,1.03,73.6
VA-103,"Lancaster County",74.3,84,1.058,73.2
VA-105,"Lee County",71.9,91,1.357,70.5
VA-107,"Loudoun County",71.6,78,1.075,70.5
VA-109,"Louisa County",72.5,76,0.819,71.7
VA-111,"Lunenburg County",73.6,82,0.944,72.7
VA-113,"Madison County",71,95,1.56,69.4
VA-115,"Mathews County",74.6,84,1.011,73.6
VA-117,"Mecklenburg County",74.6,91,1.367,73.2
VA-119,"Middlesex County",74.5,81,0.941,73.6
VA-121,"Montgomery County",70,100,1.762,68.2
VA-125,"Nelson County",72.1,108,2.08,70
VA-127,"New Kent County",74.8,79,0.873,73.9
VA-131,"Northampton County",73.8,79,0.91,72.9
VA-133,"Northumberland County",74.1,91,1.297,72.8
VA-135,"Nottoway County",73.7,78,0.943,72.8
VA-137,"Orange County",72.2,80,0.944,71.3
VA-139,"Page County",69.7,98,1.733,68
VA-141,"Patrick County",71.7,97,1.655,70
VA-143,"Pittsylvania County",73.5,86,1.048,72.5
VA-145,"Powhatan County",73.9,86,1.028,72.9
VA-147,"Prince Edward County",73.5,88,1.288,72.2
VA-149,"Prince George County",75.3,82,0.872,74.4
VA-153,"Prince William County",73.2,94,1.708,71.5
VA-155,"Pulaski County",69.3,90,1.451,67.8
VA-157,"Rappahannock County",70.1,83,1.036,69.1
VA-159,"Richmond County",73.9,81,0.806,73.1
VA-161,"Roanoke County",72,105,1.863,70.1
VA-163,"Rockbridge County",70.6,85,1.017,69.6
VA-165,"Rockingham County",69.8,106,2.036,67.8
VA-167,"Russell County",69.5,89,1.166,68.3
VA-169,"Scott County",71.4,79,0.9,70.5
VA-171,"Shenandoah County",69.9,87,1.318,68.6
VA-173,"Smyth County",67.5,86,1.122,66.4
VA-175,"Southampton County",74.9,84,0.885,74
VA-177,"Spotsylvania County",72.2,80,0.894,71.3
VA-179,"Stafford County",73.8,100,2.264,71.5
VA-181,"Surry County",75.2,87,1.003,74.2
VA-183,"Sussex County",75.1,91,1.097,74
VA-185,"Tazewell County",66.7,72,0.573,66.1
VA-187,"Warren County",69.7,72,0.694,69
VA-191,"Washington County",70.2,96,1.317,68.9
VA-193,"Westmoreland County",74,87,1.113,72.9
VA-195,"Wise County",68.6,74,0.533,68.1
VA-197,"Wythe County",67.9,85,1.093,66.8
VA-199,"York County",75.2,83,1.016,74.2
VA-510,"Alexandria City",73.8,88,1.439,72.4
VA-520,"Bristol City",72.2,99,1.689,70.5
VA-530,"Buena Vista City",72.2,91,1.211,71
VA-540,"Charlottesville City",73.7,105,2.126,71.6
VA-550,"Chesapeake City",74.1,57,0.396,73.7
VA-570,"Colonial Heights City",75.1,76,0.697,74.4
VA-580,"Covington City",70.2,55,-0.127,70.3
VA-590,"Danville City",74.6,82,1.004,73.6
VA-595,"Emporia City",75.4,90,1.226,74.2
VA-600,"Fairfax City",72.2,79,1.146,71.1
VA-610,"Falls Church City",72.3,79,1.091,71.2
VA-620,"Franklin City",74.6,74,0.584,74
VA-630,"Fredericksburg City",73.4,96,1.999,71.4
VA-640,"Galax City",68.4,101,1.61,66.8
VA-650,"Hampton City",75,63,0.61,74.4
VA-660,"Harrisonburg City",71.3,109,2.329,69
VA-670,"Hopewell City",75.3,77,0.648,74.7
VA-680,"Lynchburg City",73.8,114,2.431,71.4
VA-683,"Manassas City",73,91,1.492,71.5
VA-685,"Manassas Park City",73,92,1.527,71.5
VA-690,"Martinsville City",74,101,1.732,72.3
VA-700,"Newport News City",75.2,72,0.774,74.4
VA-710,"Norfolk City",74.7,59,0.51,74.2
VA-720,"Norton City",68.5,73,0.476,68
VA-730,"Petersburg City",75.1,81,0.833,74.3
VA-735,"Poquoson City",75,69,0.658,74.3
VA-740,"Portsmouth City",75,60,0.49,74.5
VA-750,"Radford City",70.2,100,1.742,68.5
VA-760,"Richmond City",74.4,76,0.735,73.7
VA-770,"Roanoke City",73.8,107,1.949,71.9
VA-775,"Salem City",73.7,106,1.983,71.7
VA-790,"Staunton City",71.5,112,2.251,69.2
VA-800,"Suffolk City",74.5,60,0.397,74.1
VA-810,"Virginia Beach City",73.9,64,0.527,73.4
VA-820,"Waynesboro City",71.6,112,2.333,69.3
VA-830,"Williamsburg City",75.1,89,1.217,73.9
VA-840,"Winchester City",70.5,83,1.037,69.5
WA-001,"Adams County",62.3,55,-0.408,62.7
WA-003,"Asotin County",60.3,81,0.961,59.3
WA-005,"Benton County",65.8,58,-0.303,66.1
WA-007,"Chelan County",54,65,-0.276,54.3
WA-009,"Clallam County",54.8,93,1.217,53.6
WA-011,"Clark County",60.7,85,0.904,59.8
WA-013,"Columbia County",59.3,69,0.35,59
WA-015,"Cowlitz County",58.2,91,1.266,56.9
WA-017,"Douglas County",61.4,52,-0.695,62.1
WA-019,"Ferry County",55.8,57,-0.362,56.2
WA-021,"Franklin County",65.3,72,0.167,65.1
WA-023,"Garfield County",60.2,85,1.013,59.2
WA-025,"Grant County",64.5,55,-0.654,65.2
WA-027,"Grays Harbor County",57.7,87,1.079,56.6
WA-029,"Island County",59.2,98,1.417,57.8
WA-031,"Jefferson County",53.2,87,1.027,52.2
WA-033,"King County",55.9,76,0.272,55.6
WA-035,"Kitsap County",60.4,95,1.276,59.1
WA-037,"Kittitas County",56.5,60,-0.225,56.7
WA-039,"Klickitat County",59.7,68,0.031,59.7
WA-041,"Lewis County",56.3,88,0.918,55.4
WA-043,"Lincoln County",59.6,40,-1.126,60.7
WA-045,"Mason County",57.9,91,1.135,56.8
WA-047,"Okanogan County",55,57,-0.644,55.6
WA-049,"Pacific County",58,108,2.063,55.9
WA-051,"Pend Oreille County",55.5,75,0.435,55.1
WA-053,"Pierce County",55.2,84,0.596,54.6
WA-055,"San Juan County",58.3,77,0.635,57.7
WA-057,"Skagit County",54.7,81,0.644,54.1
WA-059,"Skamania County",54,76,0.504,53.5
WA-061,"Snohomish County",55,85,0.733,54.3
WA-063,"Spokane County",59.9,79,0.329,59.6
WA-065,"Stevens County",58.4,68,-0.054,58.5
WA-067,"Thurston County",59.5,82,0.62,58.9
WA-069,"Wahkiakum County",57.8,105,1.959,55.8
WA-071,"Walla Walla County",64.6,58,-0.362,65
WA-073,"Whatcom County",53.6,85,0.73,52.9
WA-075,"Whitman County",62,90,1.215,60.8
WA-077,"Yakima County",57.9,67,-0.049,57.9
WV-001,"Barbour County",69,97,1.748,67.3
WV-003,"Berkeley County",71.1,90,1.471,69.6
WV-005,"Boone County",70.6,62,0.218,70.4
WV-007,"Braxton County",69.9,61,0.252,69.6
WV-009,"Brooke County",69,68,0.496,68.5
WV-011,"Cabell County",72.3,81,1.145,71.2
WV-013,"Calhoun County",70,62,0.195,69.8
WV-015,"Clay County",70,62,0.168,69.8
WV-017,"Doddridge County",70.1,75,0.881,69.2
WV-019,"Fayette County",67.7,62,0.042,67.7
WV-021,"Gilmer County",70.4,67,0.573,69.8
WV-023,"Grant County",67.7,80,1.137,66.6
WV-025,"Greenbrier County",65.7,64,0.365,65.3
WV-027,"Hampshire County",70.4,100,1.749,68.7
WV-029,"Hancock County",68.4,62,0.144,68.3
WV-031,"Hardy County",68.9,92,1.425,67.5
WV-033,"Harrison County",70.4,89,1.471,68.9
WV-035,"Jackson County",70.5,53,0.012,70.5
WV-037,"Jefferson County",71.3,87,1.232,70.1
WV-039,"Kanawha County",71.3,70,0.512,70.8
WV-041,"Lewis County",70,74,0.95,69.1
WV-043,"Lincoln County",72.3,73,0.846,71.5
WV-045,"Logan County",71.1,60,0.103,71
WV-047,"McDowell County",69.2,65,0.161,69
WV-049,"Marion County",69.5,75,0.739,68.8
WV-051,"Marshall County",69.1,70,0.678,68.4
WV-053,"Mason County",70.5,51,-0.325,70.8
WV-055,"Mercer County",66.8,55,-0.264,67.1
WV-057,"Mineral County",70.6,95,1.505,69.1
WV-059,"Mingo County",72.2,74,0.646,71.6
WV-061,"Monongalia County",68.7,70,0.474,68.2
WV-063,"Monroe County",68.3,75,0.735,67.6
WV-065,"Morgan County",70.8,100,1.64,69.2
WV-067,"Nicholas County",66.7,57,-0.102,66.8
WV-069,"Ohio County",69,73,0.796,68.2
WV-071,"Pendleton County",66.4,84,1.238,65.2
WV-073,"Pleasants County",70.3,72,0.813,69.5
WV-075,"Pocahontas County",63,64,0.274,62.7
WV-077,"Preston County",66.9,86,1.238,65.7
WV-079,"Putnam County",71.7,73,0.675,71
WV-081,"Raleigh County",67.2,61,0.028,67.2
WV-083,"Randolph County",64.1,75,0.903,63.2
WV-085,"Ritchie County",70.2,72,0.711,69.5
WV-087,"Roane County",70,58,-0.048,70
WV-089,"Summers County",68.3,60,0.266,68
WV-091,"Taylor County",69.9,90,1.376,68.5
WV-093,"Tucker County",64.6,82,1.158,63.4
WV-095,"Tyler County",69.8,62,0.396,69.4
WV-097,"Upshur County",68,78,1.031,67
WV-099,"Wayne County",72.6,88,1.393,71.2
WV-101,"Webster County",65.3,47,-0.356,65.7
WV-103,"Wetzel County",69.2,66,0.424,68.8
WV-105,"Wirt County",70.2,61,0.296,69.9
WV-107,"Wood County",70.9,75,0.725,70.2
WV-109,"Wyoming County",68.7,57,-0.204,68.9
WI-001,"Adams County",66.3,77,0.926,65.4
WI-003,"Ashland County",61.7,75,0.8,60.9
WI-005,"Barron County",65.4,87,1.464,63.9
WI-007,"Bayfield County",62.1,86,1.398,60.7
WI-009,"Brown County",66.1,106,2.818,63.3
WI-011,"Buffalo County",68.3,90,1.823,66.5
WI-013,"Burnett County",65.4,91,1.834,63.6
WI-015,"Calumet County",66.7,98,2.155,64.5
WI-017,"Chippewa County",65.7,80,1.2,64.5
WI-019,"Clark County",65.1,82,1.208,63.9
WI-021,"Columbia County",67.6,81,1.484,66.1
WI-023,"Crawford County",68.1,73,0.648,67.5
WI-025,"Dane County",68.3,86,1.692,66.6
WI-027,"Dodge County",67,80,1.112,65.9
WI-029,"Door County",62.8,87,1.387,61.4
WI-031,"Douglas County",62.5,93,1.639,60.9
WI-033,"Dunn County",67.1,87,1.552,65.5
WI-035,"Eau Claire County",66.9,88,1.747,65.2
WI-037,"Florence County",61.8,86,1.559,60.2
WI-039,"Fond du Lac County",66.8,88,1.53,65.3
WI-041,"Forest County",61.2,72,0.844,60.4
WI-043,"Grant County",68.6,79,0.904,67.7
WI-045,"Green County",68.9,84,1.592,67.3
WI-047,"Green Lake County",67.5,87,1.569,65.9
WI-049,"Iowa County",67.8,78,1.207,66.6
WI-051,"Iron County",61,72,0.581,60.4
WI-053,"Jackson County",67.1,94,2.022,65.1
WI-055,"Jefferson County",67.8,73,0.911,66.9
WI-057,"Juneau County",66.7,80,1.297,65.4
WI-059,"Kenosha County",68.6,89,1.773,66.8
WI-061,"Kewaunee County",64.4,99,2.226,62.2
WI-063,"La Crosse County",68.4,90,1.719,66.7
WI-065,"Lafayette County",68.4,81,1.44,67
WI-067,"Langlade County",62.7,81,1.365,61.3
WI-069,"Lincoln County",63.4,78,1.255,62.1
WI-071,"Manitowoc County",65,93,1.981,63
WI-073,"Marathon County",65.2,90,1.929,63.3
WI-075,"Marinette County",63.9,88,1.472,62.4
WI-077,"Marquette County",67.2,80,1.142,66.1
WI-078,"Menominee County",64.3,84,1.464,62.8
WI-079,"Milwaukee County",68.4,107,2.676,65.7
WI-081,"Monroe County",66.7,85,1.394,65.3
WI-083,"Oconto County",64.6,86,1.588,63
WI-085,"Oneida County",61.4,63,0.259,61.1
WI-087,"Outagamie County",67,100,2.299,64.7
WI-089,"Ozaukee County",66.5,95,1.953,64.5
WI-091,"Pepin County",68.4,93,1.834,66.6
WI-093,"Pierce County",68.6,99,2.425,66.2
WI-095,"Polk County",66.5,92,1.926,64.6
WI-097,"Portage County",65.9,82,1.341,64.6
WI-099,"Price County",62.1,68,0.706,61.4
WI-101,"Racine County",68.3,88,1.688,66.6
WI-103,"Richland County",67.2,71,0.567,66.6
WI-105,"Rock County",69.2,83,1.415,67.8
WI-107,"Rusk County",63.5,67,0.245,63.3
WI-109,"St. Croix County",68,101,2.335,65.7
WI-111,"Sauk County",66.9,72,0.741,66.2
WI-113,"Sawyer County",62.9,79,1.152,61.7
WI-115,"Shawano County",65.5,94,1.927,63.6
WI-117,"Sheboygan County",65.9,93,1.921,64
WI-119,"Taylor County",63.4,73,0.781,62.6
WI-121,"Trempealeau County",68.1,92,2.048,66.1
WI-123,"Vernon County",66.8,74,0.546,66.3
WI-125,"Vilas County",60.8,71,0.539,60.3
WI-127,"Walworth County",68.3,80,1.202,67.1
WI-129,"Washburn County",64.2,86,1.448,62.8
WI-131,"Washington County",66.5,83,1.443,65.1
WI-133,"Waukesha County",67.7,83,1.574,66.1
WI-135,"Waupaca County",66.7,94,1.779,64.9
WI-137,"Waushara County",66.7,82,1.426,65.3
WI-139,"Winnebago County",67.4,93,1.74,65.7
WI-141,"Wood County",65.8,77,1.15,64.7
WY-001,"Albany County",58.9,107,3.317,55.6
WY-003,"Big Horn County",60.8,84,1.291,59.5
WY-005,"Campbell County",62.1,75,0.831,61.3
WY-007,"Carbon County",59.2,93,2.007,57.2
WY-009,"Converse County",62.2,80,1.275,60.9
WY-011,"Crook County",61.5,73,0.386,61.1
WY-013,"Fremont County",57.6,76,0.908,56.7
WY-015,"Goshen County",66.8,107,3.536,63.3
WY-017,"Hot Springs County",60,75,0.583,59.4
WY-019,"Johnson County",60.3,82,1.111,59.2
WY-021,"Laramie County",65,113,4.59,60.4
WY-023,"Lincoln County",54.2,86,1.301,52.9
WY-025,"Natrona County",61,78,1.009,60
WY-027,"Niobrara County",65,85,1.841,63.2
WY-029,"Park County",52.9,69,0.215,52.7
WY-031,"Platte County",65,99,2.794,62.2
WY-033,"Sheridan County",59.3,79,0.735,58.6
WY-035,"Sublette County",51.3,70,0.278,51
WY-037,"Sweetwater County",59.8,86,1.542,58.3
WY-039,"Teton County",49.3,67,-0.038,49.3
WY-041,"Uinta County",55.9,82,0.984,54.9
WY-043,"Washakie County",62.5,80,0.707,61.8
WY-045,"Weston County",63.3,76,0.966,62.3
AK-013,"Aleutians East Borough",48.4,91,2.8645,45.5
AK-016,"Aleutians West Census Area",45.5,85,1.8711,43.6
AK-020,"Anchorage Municipality",52.1,97,5.275,46.8
AK-050,"Bethel Census Area",55.9,97,6.1632,49.7
AK-060,"Bristol Bay Borough",55.1,93,4.6605,50.4
AK-063,"Chugach Census Area",49.9,95,4.5789,45.3
AK-066,"Copper River Census Area",49.1,95,4.925,44.2
AK-068,"Denali Borough",53.4,92,3.9105,49.5
AK-070,"Dillingham Census Area",55.7,96,5.9066,49.8
AK-090,"Fairbanks North Star Borough",57.5,81,2.5197,55
AK-100,"Haines Borough",51,95,3.4921,47.5
AK-105,"Hoonah-Angoon Census Area",51.1,94,3.1658,47.9
AK-110,"Juneau City and Borough",49,84,2.4921,46.5
AK-122,"Kenai Peninsula Borough",51.7,97,5.3855,46.3
AK-130,"Ketchikan Gateway Borough",52.8,77,1.9895,50.8
AK-150,"Kodiak Island Borough",52.3,98,5.9224,46.4
AK-158,"Kusilvak Census Area",55,97,5.3461,49.7
AK-164,"Lake and Peninsula Borough",53.4,96,4.9711,48.4
AK-170,"Matanuska-Susitna Borough",52.4,96,4.9526,47.4
AK-180,"Nome Census Area",49.6,85,3.2908,46.3
AK-185,"North Slope Borough",46,84,2.5079,43.5
AK-188,"Northwest Arctic Borough",51.1,68,1.5895,49.5
AK-195,"Petersburg Borough",49.9,84,2.3645,47.5
AK-198,"Prince of Wales-Hyder Census Area",53.7,78,1.8289,51.9
AK-220,"Sitka City and Borough",52.6,93,3.2789,49.3
AK-230,"Skagway Municipality",48.2,89,2.9,45.3
AK-240,"Southeast Fairbanks Census Area",53.8,87,2.7368,51.1
AK-275,"Wrangell City and Borough",53.2,84,2.2447,51
AK-282,"Yakutat City and Borough",48.3,96,4.5395,43.8
AK-290,"Yukon-Koyukuk Census Area",56.9,80,2.2763,54.6
